admin_dong_code,sgg_nm,admin_dong_name,duvi_year,store_adm_code,store_시도명,store_자치구,store_행정동,store_연도,store_총 업소수,store_과학·기술 수,store_교육 수,store_보건의료 수,store_부동산 수,store_소매 수,store_수리·개인 수,store_숙박 수,store_시설관리·임대 수,store_예술·스포츠 수,store_음식 수,store_source_year,store_is_latest_substitute,population_adm_cd,population_adm_nm,population_year,population_population,population_pop_change_yoy,population_pop_change_base,population_pop_index,population_decline_level,population_source_year,population_is_latest_substitute,housing_type,housing_type_ko,housing_lawd_cd,housing_umd_nm,housing_year,housing_partial_year,housing_annual_total_rent_count,housing_annual_jeonse_count,housing_annual_trade_count,housing_annual_median_jeonse_deposit,housing_annual_avg_jeonse_deposit,housing_annual_median_trade_price,housing_annual_avg_trade_price,housing_jeonse_to_trade_ratio,housing_jeonse_ratio_level,housing_ratio_available,housing_rent_count_base,housing_jeonse_count_base,housing_jeonse_deposit_base,housing_trade_count_base,housing_trade_price_base,housing_rent_avg_building_age,housing_trade_avg_building_age,housing_combined_avg_building_age,housing_admin_match_source,housing_admin_match_address,housing_admin_match_lat,housing_admin_match_lon,housing_source_year,housing_is_latest_substitute,life_childcare_count,life_kindergarten_count,life_elementary_school_count,life_middle_school_count,life_high_school_count,life_school_count,life_education_facility_count,life_childcare_education_facility_count,life_hospital_count,life_emergency_medical_count,life_public_health_count,life_medical_facility_count,life_library_count,life_public_library_count,life_culture_facility_count,life_social_welfare_count,life_welfare_facility_count,life_elderly_welfare_count,life_child_welfare_count,life_disabled_welfare_count,life_mental_welfare_count,life_family_welfare_count,life_homeless_welfare_count,life_facility_count,life_safety_facility_included,life_safety_facility_note,life_childcare_education_score,life_medical_score,life_culture_score,life_welfare_score,life_childcare_education_ratio,life_medical_ratio,life_culture_ratio,life_welfare_ratio,life_facility_score,life_facility_grade,life_facility_grade_label,life_source_period,life_is_static_supplement,bus_stop_count,bus_row_count,bus_ride_count_sum,bus_alight_count_sum,bus_total_flow_count,bus_ride_minus_alight_sum,bus_alight_minus_ride_sum,bus_abs_imbalance_sum,bus_ride_ratio,bus_alight_ratio,bus_net_outflow_ratio,bus_net_flow_type,bus_observed_days_mean,bus_raw_row_count_sum,bus_ride_more_stop_count,bus_alight_more_stop_count,bus_balanced_stop_count,bus_data_start_date,bus_data_end_date,bus_data_year,bus_data_note,bus_source_period,bus_is_static_supplement,subway_station_count,subway_row_count,subway_ride_count_sum,subway_alight_count_sum,subway_total_flow_count,subway_net_inflow_sum,subway_abs_net_inflow_sum,subway_observed_days_mean,subway_net_inflow_station_count,subway_net_outflow_station_count,subway_balanced_station_count,subway_net_inflow_ratio,subway_data_start_date,subway_data_end_date,subway_data_year,subway_data_note,subway_source_period,subway_is_static_supplement,sdot_sensor_count,sdot_row_count,sdot_visitor_sum,sdot_visitor_daily_avg_mean,sdot_visitor_daily_avg_median,sdot_zscore_value_mean,sdot_zscore_value_max,sdot_observed_records_sum,sdot_observed_days_mean,sdot_visitor_min,sdot_visitor_max,sdot_data_start_date,sdot_data_end_date,sdot_data_year,sdot_data_note,sdot_source_period,sdot_is_static_supplement,energy_complex_count,energy_row_count,energy_observed_months_mean,energy_observed_months_median,energy_hheat_period_avg_mean,energy_hheat_period_avg_median,energy_hwaterHot_period_avg_mean,energy_hwaterHot_period_avg_median,energy_hgas_period_avg_mean,energy_hgas_period_avg_median,energy_helect_period_avg_mean,energy_helect_period_avg_median,energy_hwaterCool_period_avg_mean,energy_hwaterCool_period_avg_median,energy_heat_cost_period_avg_mean,energy_heat_cost_period_avg_median,energy_waterHot_cost_period_avg_mean,energy_waterHot_cost_period_avg_median,energy_gas_cost_period_avg_mean,energy_gas_cost_period_avg_median,energy_elect_cost_period_avg_mean,energy_elect_cost_period_avg_median,energy_waterCool_cost_period_avg_mean,energy_waterCool_cost_period_avg_median,energy_total_cost_period_avg_mean,energy_total_cost_period_avg_median,energy_data_start_month,energy_data_end_month,energy_data_year,energy_data_note,energy_source_period,energy_is_static_supplement,duvi_year_rule,living_유입_생활인구,living_순유입_생활인구,living_population_match_status,living_population_missing_reason,score__store_총 업소수,score__store_음식 수,score__store_소매 수,score__store_예술·스포츠 수,score__store_숙박 수,domain_score__상권,domain_variable_count__상권,score__population_population,score__population_pop_change_yoy,score__population_pop_change_base,score__population_pop_index,score__population_decline_level,domain_score__인구,domain_variable_count__인구,score__housing_annual_trade_count,score__housing_annual_total_rent_count,score__housing_jeonse_to_trade_ratio,score__housing_combined_avg_building_age,domain_score__주택시장_주거위험,domain_variable_count__주택시장_주거위험,score__life_facility_score,domain_score__생활시설,domain_variable_count__생활시설,score__bus_total_flow_count,domain_score__버스교통,domain_variable_count__버스교통,score__subway_total_flow_count,domain_score__지하철교통,domain_variable_count__지하철교통,score__sdot_visitor_daily_avg_mean,domain_score__SDOT유동,domain_variable_count__SDOT유동,score__energy_helect_period_avg_mean,score__energy_total_cost_period_avg_mean,domain_score__에너지,domain_variable_count__에너지,score__living_유입_생활인구,score__living_순유입_생활인구,domain_score__생활인구,domain_variable_count__생활인구,duvi_score,duvi_domain_count_used,duvi_variable_count_used,duvi_grade,duvi_grade_label
11030630,용산구,이촌1동,2026,11030630.0,서울특별시,용산구,이촌1동,2025.0,473.0,17.0,44.0,33.0,37.0,126.0,51.0,0.0,1.0,13.0,151.0,2025,Y,11030630.0,이촌1동,2024.0,23165,-0.72,-11.57,88.43,,2024,Y,apartment,아파트,11170.0,이촌동,2026.0,true,606.0,330.0,94.0,36666.666666666664,42077.78666666667,208750.0,208891.94,21.025,보통,true,-233.85000000000002,-254.58999999999997,25.24,81.13,81.91,39.86,38.16,39.92666666666667,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 용산구 이촌동,37.51681419407426,126.97619309342518,2026.0,N,7,5,1,1,1,3,8,15,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,64,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,64.08,65.61,28.52,2.11,23.44,76.56,0.0,0.0,40.08,4.0,부족,latest/static 생활시설,Y,81,81,2150364,2048925,4199289,101439,-101439,1349505,51.21,48.79,2.42,ride_more_than_alight,60.99,18309,40,41,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,4909237.47,-11843.5,matched,,3.1588,5.6248,4.4408,3.523,0.0,3.3495,5,44.692,11.335,21.6759,21.6759,,24.8447,4,6.3395,9.607,89.7928,31.4476,34.2967,4,34.7163,34.7163,1,15.162,15.162,1,0.0,0.0,1,,,0,,,,0,11.2297,29.5747,20.4022,2,18.9673,7,18,5,다소 낮음
11030640,용산구,이촌2동,2026,11030640.0,서울특별시,용산구,이촌2동,2025.0,164.0,29.0,13.0,3.0,18.0,44.0,21.0,2.0,8.0,0.0,26.0,2025,Y,11030640.0,이촌2동,2024.0,7268,-1.62,-10.67,89.33,,2024,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,4,3,0,0,3,0,0,0,2,2,1,1,0,0,0,0,9,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,3.87,0.82,28.52,12.79,44.44,33.33,0.0,22.22,11.5,5.0,매우 부족,latest/static 생활시설,Y,14,14,297947,210340,508287,87607,-87607,197733,58.62,41.38,17.24,ride_more_than_alight,61.0,3255,9,5,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,1,1,84398,2344.3889,2344.3889,-0.9914,-0.9914,5099,36.0,0.0,94.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,845222.97,-6607.70000000007,matched,,0.8403,0.906,1.0691,0.0,0.4831,0.6597,5,13.9969,11.0547,21.8997,21.8997,,17.2128,4,,,,,,0,0.9338,0.9338,1,1.8352,1.8352,1,0.0,0.0,1,4.3849,4.3849,1,,,,0,0.5125,30.2613,15.3869,2,5.7733,7,15,7,매우 낮음
11030650,용산구,이태원1동,2026,11030650.0,서울특별시,용산구,이태원1동,2025.0,1641.0,166.0,33.0,11.0,41.0,558.0,76.0,71.0,33.0,19.0,633.0,2025,Y,11030650.0,이태원1동,2024.0,7142,-4.51,-10.56,89.44,,2024,Y,apartment,아파트,11170.0,이태원동,2026.0,true,492.0,167.0,47.0,39000.0,40044.14,115500.0,145864.22333333333,31.716666666666665,보통,true,-255.52,-299.51,17.596666666666668,-124.95,10.226666666666667,24.4525,28.85666666666667,23.7975,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 용산구 이태원동,37.53065791712886,126.99119672396388,2026.0,N,3,0,1,0,0,1,1,4,16,0,1,17,0,0,0,0,0,0,0,0,0,0,0,21,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,3.87,17.61,28.52,2.11,19.05,80.95,0.0,0.0,13.03,5.0,매우 부족,latest/static 생활시설,Y,24,24,723833,678138,1401971,45695,-45695,490229,51.63,48.37,3.26,ride_more_than_alight,61.0,5173,11,13,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,1,1,791775,875931,1667706,84156,84156,61.0,1,0,0,5.05,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,3861220.75,104481.78000000026,matched,,11.9223,23.8203,22.2039,5.1491,17.1498,16.0491,5,13.7536,10.1545,21.9271,21.9271,,16.9406,4,3.1357,7.7632,82.5247,66.098,39.8804,4,2.7423,2.7423,1,5.062,5.062,1,8.9543,8.9543,1,,,0,,,,0,8.466,44.8292,26.6476,2,16.6109,7,18,6,낮음
11030660,용산구,이태원2동,2026,11030660.0,서울특별시,용산구,이태원2동,2025.0,895.0,182.0,46.0,11.0,44.0,214.0,55.0,27.0,32.0,12.0,272.0,2025,Y,11030660.0,이태원2동,2024.0,9065,-0.52,-7.37,92.63,,2024,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0,1,2,3,6,13,0,0,13,0,0,0,1,1,0,1,0,0,0,0,20,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,9.15,9.98,28.52,7.04,30.0,65.0,0.0,5.0,13.67,5.0,매우 부족,latest/static 생활시설,Y,27,27,484267,592992,1077259,-108725,108725,380881,44.95,55.05,-10.09,alight_more_than_ride,61.0,3953,10,17,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,1,1,29728,825.7778,825.7778,-1.1785,-1.1785,4636,36.0,0.0,55.0,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,2731251.59,-8116.310000000056,matched,,6.325,10.1925,8.0592,3.252,6.5217,6.8701,5,17.4667,11.3973,22.7205,22.7205,,18.5763,4,,,,,,0,3.4988,3.4988,1,3.8896,3.8896,1,0.0,0.0,1,1.5445,1.5445,1,,,,0,5.4861,30.0634,17.7748,2,7.4506,7,15,7,매우 낮음
11030690,용산구,서빙고동,2026,11030690.0,서울특별시,용산구,서빙고동,2025.0,330.0,71.0,33.0,1.0,16.0,80.0,29.0,3.0,30.0,4.0,63.0,2025,Y,11030690.0,서빙고동,2024.0,11813,0.74,-6.78,93.22,,2024,Y,apartment,아파트,11170.0,동빙고동,2026.0,true,181.0,103.0,37.0,32632.8125,35662.83625,460700.0,456140.47571428574,13.694285714285714,보통,true,-445.15000000000003,-422.8,6.435000000000001,625.0,97.72999999999999,32.347500000000004,31.335714285714285,31.987500000000004,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 용산구 동빙고동,37.523349081126575,126.99440349158976,2026.0,N,5,2,1,1,0,2,4,9,1,0,0,1,0,0,0,2,2,0,1,1,0,0,0,12,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,25.0,0.23,28.52,12.79,75.0,8.33,0.0,16.67,16.64,5.0,매우 부족,latest/static 생활시설,Y,74,74,2586121,1949861,4535982,636260,-636260,1423724,57.01,42.99,14.03,ride_more_than_alight,61.0,16777,42,32,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,1,1,154060,148208,302268,-5852,5852,61.0,0,1,0,-1.94,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,3735348.02,-15401.989999999758,matched,,2.0858,2.3028,2.5493,1.084,0.7246,1.7493,5,22.7727,11.7898,22.8672,22.8672,,20.0743,4,2.454,2.7333,94.7762,48.5033,37.1167,4,7.0095,7.0095,1,16.3776,16.3776,1,1.6229,1.6229,1,,,0,,,,0,8.1341,29.108,18.621,2,14.653,7,18,6,낮음
11030700,용산구,보광동,2026,11030700.0,서울특별시,용산구,보광동,2025.0,558.0,80.0,28.0,12.0,63.0,125.0,79.0,15.0,16.0,10.0,130.0,2025,Y,11030700.0,보광동,2024.0,8168,-37.11,-45.42,54.58,,2024,Y,apartment,아파트,11170.0,보광동,2026.0,true,88.0,41.0,15.0,31575.0,33777.67333333333,408333.3333333333,391215.2766666667,8.046666666666667,보통,true,-257.09000000000003,-261.77,36.76666666666667,-124.31,109.70333333333333,33.82,30.540000000000003,32.17666666666667,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 용산구 보광동,37.526309233807496,127.00017327453516,2026.0,N,2,1,0,1,1,2,3,5,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,22,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,6.46,17.61,28.52,2.11,22.73,77.27,0.0,0.0,13.67,5.0,매우 부족,latest/static 생활시설,Y,25,25,565409,528155,1093564,37254,-37254,288814,51.7,48.3,3.41,ride_more_than_alight,61.0,4053,14,11,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,1243729.16,221.7199999999721,matched,,3.7965,4.832,4.3997,2.71,3.6232,3.8723,5,15.7347,0.0,13.2567,13.2567,,10.562,4,0.9543,1.2292,98.6155,48.097,37.224,4,3.4988,3.4988,1,3.9484,3.9484,1,0.0,0.0,1,,,0,,,,0,1.5634,31.1569,16.3601,2,10.7808,7,18,7,매우 낮음
11030710,용산구,청파동,2026,11030710.0,서울특별시,용산구,청파동,2025.0,1317.0,168.0,71.0,19.0,59.0,232.0,118.0,124.0,51.0,41.0,434.0,2025,Y,11030710.0,청파동,2024.0,19454,-1.92,-1.86,98.14,,2024,Y,apartment,아파트,11170.0,서계동,2026.0,true,762.0,374.0,101.0,20660.136363636364,21222.23909090909,72642.5,73279.899,35.282222222222224,결측,false,-805.96,-960.01,8.976363636363637,-363.86,-5.073333333333334,21.11230769230769,35.174,25.007857142857144,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 용산구 서계동,37.546712007724864,126.96672143119247,2026.0,N,7,2,2,3,3,8,10,17,23,0,0,23,1,1,1,2,2,0,2,0,0,0,0,43,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,71.71,27.46,75.59,12.79,39.53,53.49,2.33,4.65,46.89,3.0,보통,latest/static 생활시설,Y,25,25,542536,686012,1228548,-143476,143476,354124,44.16,55.84,-11.68,alight_more_than_ride,61.0,3473,8,17,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,5126629.11,32388.85000000056,matched,,9.4913,16.308,8.7993,11.1111,29.9517,15.1323,5,37.5265,10.9613,24.0909,24.0909,,24.1674,4,6.8166,12.13,80.1008,63.4977,40.6363,4,42.766,42.766,1,4.4358,4.4358,1,0.0,0.0,1,,,0,,,,0,11.803,35.3752,23.5891,2,21.5324,7,18,4,보통
11030720,용산구,원효로1동,2026,11030720.0,서울특별시,용산구,원효로1동,2025.0,873.0,132.0,59.0,14.0,60.0,169.0,73.0,18.0,25.0,26.0,297.0,2025,Y,11030720.0,원효로1동,2024.0,16667,-0.28,7.93,107.93,,2024,Y,apartment,아파트,11170.0,문배동,2026.0,true,1001.0,389.0,70.0,41264.38461538462,42571.583846153844,94468.18181818182,94435.98545454546,53.11000000000001,보통,true,-550.54,-840.45,18.047692307692305,-252.58999999999997,62.480999999999995,21.85571428571429,21.676363636363636,23.79,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 용산구 문배동,37.53715197394381,126.96515386034275,2026.0,N,8,2,1,0,0,1,3,11,22,0,1,23,1,1,1,4,4,2,1,0,1,0,0,39,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,36.03,27.46,75.59,29.11,28.21,58.97,2.56,10.26,42.05,4.0,부족,latest/static 생활시설,Y,30,30,858617,735755,1594372,122862,-122862,406606,53.85,46.15,7.71,ride_more_than_alight,61.0,7674,19,11,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,3698030.8,-5512.220000000205,matched,,6.16,11.1363,6.2089,7.0461,4.3478,6.9798,5,32.1452,11.4721,26.5259,26.5259,,24.1673,4,4.7035,15.9955,67.9815,66.1141,38.6986,4,37.0449,37.0449,1,5.7566,5.7566,1,0.0,0.0,1,,,0,,,,0,8.0356,30.4049,19.2203,2,18.8382,7,18,5,다소 낮음
11030730,용산구,한강로동,2026,11030730.0,서울특별시,용산구,한강로동,2025.0,3258.0,403.0,118.0,63.0,180.0,974.0,217.0,31.0,114.0,56.0,1102.0,2025,Y,11030730.0,한강로동,2024.0,20810,-0.07,4.99,104.99,,2024,Y,apartment,아파트,11170.0,용산동5가,2026.0,true,696.0,280.0,146.0,60085.730769230766,58781.21461538462,211840.38461538462,200876.8246153846,50.324,보통,true,-1084.13,-956.85,28.273076923076925,435.82,39.971999999999994,24.340666666666667,22.060769230769232,23.91125,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 용산구 용산동5가,37.533783865014485,126.96962084226203,2026.0,N,10,0,2,0,1,3,3,13,93,0,0,93,0,0,0,5,5,3,2,0,0,0,0,111,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,50.47,88.97,28.52,36.62,11.71,83.78,0.0,4.5,51.14,3.0,보통,latest/static 생활시설,Y,80,80,2992771,3082005,6074776,-89234,89234,2382638,49.27,50.73,-1.47,alight_more_than_ride,61.0,22440,35,45,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,4,4,6185452,6363661,12549113,178209,178209,61.0,4,0,0,1.42,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,20921704.18,161363.6499999985,matched,,24.0546,41.5251,39.3092,15.1762,7.4879,25.5106,5,40.1448,11.5375,25.7947,25.7947,,25.8179,4,9.8841,11.0626,69.8754,65.8536,39.1689,4,47.7896,47.7896,1,21.9336,21.9336,1,67.379,67.379,1,,,0,,,,0,53.4564,52.2885,52.8724,2,40.0674,7,18,1,매우 높음
11030740,용산구,한남동,2026,11030740.0,서울특별시,용산구,한남동,2025.0,2145.0,395.0,115.0,33.0,103.0,543.0,126.0,16.0,76.0,53.0,685.0,2025,Y,11030740.0,한남동,2024.0,14142,-24.07,-34.3,65.7,,2024,Y,apartment,아파트,11170.0,한남동,2026.0,true,299.0,109.0,64.0,75375.0,103977.2625,466736.25,483447.5775,52.02,보통,true,-284.71000000000004,-235.66000000000003,83.76,-93.88,27.715000000000003,24.455,21.3,22.88,법정동 대표주소 지오코딩 후 행정동 공간조인,서울특별시 용산구 한남동,37.53397809683548,127.00257680962314,2026.0,N,5,1,1,0,0,1,2,7,41,1,0,41,0,0,0,5,5,4,0,0,0,1,0,53,N,경찰·소방은 행정동 단위 자료 미확정으로 생활시설 통합지표에서 제외,14.32,53.87,28.52,36.62,13.21,77.36,0.0,9.43,33.33,5.0,매우 부족,latest/static 생활시설,Y,62,62,2416436,2321046,4737482,95390,-95390,1440906,51.01,48.99,2.01,ride_more_than_alight,61.0,15567,27,35,0,2026-03-01,2026-04-30,2026.0,"교통카드 버스 정류장별 승하차 집계, 2026-03-01~2026-04-30",2026-03-01~2026-04-30,Y,2,2,801601,925778,1727379,124177,128257,61.0,1,1,0,7.19,2026-03-01,2026-04-30,2026.0,서울 지하철 역별 승하차 순유입 자료를 행정동별로 집계,2026-03-01~2026-04-30,Y,0,0,0,,,,,0,,,,2026-04-11,2026-05-17,2026.0,서울 SDOT 방문자 센서 포인트 자료를 행정동별로 집계,2026-04-11~2026-05-17,Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,2026-05,2026.0,공동주택 에너지 사용/비용 기간 평균 자료를 행정동별로 집계,2024-01~2026-05,Y,해당 연도 데이터 우선 + 없으면 가장 최신 연도/최신 기간 지표 사용,8558477.53,122111.18999999948,matched,,15.7038,25.7833,21.5872,14.3631,3.8647,16.2604,5,27.2697,4.0618,16.0225,16.0225,,15.8441,4,4.2945,4.6418,68.7225,68.069,36.4319,4,26.7376,26.7376,1,17.1052,17.1052,1,9.2747,9.2747,1,,,0,,,,0,20.8532,47.1411,33.9971,2,22.2359,7,18,3,다소 높음
